topicId,rank,docId,filename
1,1,1539,/Users/justinlittman/tmp/hack-to-learn/data/md001543.txt
1,2,1382,/Users/justinlittman/tmp/hack-to-learn/data/md001386.txt
1,3,4222,/Users/justinlittman/tmp/hack-to-learn/data/md004279.txt
1,4,3900,/Users/justinlittman/tmp/hack-to-learn/data/md003941.txt
1,5,2876,/Users/justinlittman/tmp/hack-to-learn/data/md002889.txt
1,6,2654,/Users/justinlittman/tmp/hack-to-learn/data/md002667.txt
1,7,2427,/Users/justinlittman/tmp/hack-to-learn/data/md002437.txt
1,8,4907,/Users/justinlittman/tmp/hack-to-learn/data/md004985.txt
1,9,3918,/Users/justinlittman/tmp/hack-to-learn/data/md003959.txt
1,10,2742,/Users/justinlittman/tmp/hack-to-learn/data/md002755.txt
1,11,2473,/Users/justinlittman/tmp/hack-to-learn/data/md002483.txt
1,12,4268,/Users/justinlittman/tmp/hack-to-learn/data/md004325.txt
1,13,3939,/Users/justinlittman/tmp/hack-to-learn/data/md003980a.txt
1,14,4505,/Users/justinlittman/tmp/hack-to-learn/data/md004569.txt
1,15,3151,/Users/justinlittman/tmp/hack-to-learn/data/md003166.txt
1,16,7696,/Users/justinlittman/tmp/hack-to-learn/data/md056791.txt
1,17,3979,/Users/justinlittman/tmp/hack-to-learn/data/md004020.txt
1,18,7136,/Users/justinlittman/tmp/hack-to-learn/data/md056245.txt
1,19,2656,/Users/justinlittman/tmp/hack-to-learn/data/md002669.txt
1,20,1498,/Users/justinlittman/tmp/hack-to-learn/data/md001502.txt
1,21,299,/Users/justinlittman/tmp/hack-to-learn/data/md000300.txt
1,22,1121,/Users/justinlittman/tmp/hack-to-learn/data/md001125.txt
1,23,3527,/Users/justinlittman/tmp/hack-to-learn/data/md003543.txt
1,24,3316,/Users/justinlittman/tmp/hack-to-learn/data/md003334.txt
1,25,2488,/Users/justinlittman/tmp/hack-to-learn/data/md002498.txt
1,26,4525,/Users/justinlittman/tmp/hack-to-learn/data/md004589.txt
1,27,4156,/Users/justinlittman/tmp/hack-to-learn/data/md004200.txt
1,28,3135,/Users/justinlittman/tmp/hack-to-learn/data/md003150.txt
1,29,4177,/Users/justinlittman/tmp/hack-to-learn/data/md004230.txt
1,30,4105,/Users/justinlittman/tmp/hack-to-learn/data/md004149.txt
1,31,2686,/Users/justinlittman/tmp/hack-to-learn/data/md002699.txt
1,32,2428,/Users/justinlittman/tmp/hack-to-learn/data/md002438.txt
1,33,4999,/Users/justinlittman/tmp/hack-to-learn/data/md005077.txt
1,34,4831,/Users/justinlittman/tmp/hack-to-learn/data/md004909.txt
1,35,4301,/Users/justinlittman/tmp/hack-to-learn/data/md004358.txt
1,36,4221,/Users/justinlittman/tmp/hack-to-learn/data/md004278.txt
