topicId,rank,docId,filename
1,1,1085,/Users/justinlittman/tmp/hack-to-learn/data/md001089.txt
1,2,242,/Users/justinlittman/tmp/hack-to-learn/data/md000243.txt
1,3,1133,/Users/justinlittman/tmp/hack-to-learn/data/md001137.txt
1,4,1088,/Users/justinlittman/tmp/hack-to-learn/data/md001092.txt
1,5,1101,/Users/justinlittman/tmp/hack-to-learn/data/md001105.txt
1,6,995,/Users/justinlittman/tmp/hack-to-learn/data/md000999.txt
1,7,2217,/Users/justinlittman/tmp/hack-to-learn/data/md002227.txt
1,8,259,/Users/justinlittman/tmp/hack-to-learn/data/md000260.txt
1,9,1885,/Users/justinlittman/tmp/hack-to-learn/data/md001893.txt
1,10,1139,/Users/justinlittman/tmp/hack-to-learn/data/md001143.txt
1,11,676,/Users/justinlittman/tmp/hack-to-learn/data/md000678.txt
1,12,4845,/Users/justinlittman/tmp/hack-to-learn/data/md004923.txt
1,13,235,/Users/justinlittman/tmp/hack-to-learn/data/md000236.txt
1,14,1081,/Users/justinlittman/tmp/hack-to-learn/data/md001085.txt
1,15,1393,/Users/justinlittman/tmp/hack-to-learn/data/md001397.txt
1,16,1131,/Users/justinlittman/tmp/hack-to-learn/data/md001135.txt
1,17,1107,/Users/justinlittman/tmp/hack-to-learn/data/md001111.txt
1,18,1880,/Users/justinlittman/tmp/hack-to-learn/data/md001888.txt
1,19,256,/Users/justinlittman/tmp/hack-to-learn/data/md000257.txt
1,20,1262,/Users/justinlittman/tmp/hack-to-learn/data/md001266.txt
1,21,1548,/Users/justinlittman/tmp/hack-to-learn/data/md001552.txt
1,22,479,/Users/justinlittman/tmp/hack-to-learn/data/md000479.txt
1,23,1406,/Users/justinlittman/tmp/hack-to-learn/data/md001410.txt
1,24,1089,/Users/justinlittman/tmp/hack-to-learn/data/md001093.txt
1,25,255,/Users/justinlittman/tmp/hack-to-learn/data/md000256.txt
1,26,251,/Users/justinlittman/tmp/hack-to-learn/data/md000252.txt
1,27,1879,/Users/justinlittman/tmp/hack-to-learn/data/md001887.txt
1,28,1906,/Users/justinlittman/tmp/hack-to-learn/data/md001914.txt
1,29,1294,/Users/justinlittman/tmp/hack-to-learn/data/md001298.txt
1,30,2224,/Users/justinlittman/tmp/hack-to-learn/data/md002234.txt
1,31,1099,/Users/justinlittman/tmp/hack-to-learn/data/md001103.txt
1,32,996,/Users/justinlittman/tmp/hack-to-learn/data/md001000.txt
1,33,1633,/Users/justinlittman/tmp/hack-to-learn/data/md001640.txt
1,34,1438,/Users/justinlittman/tmp/hack-to-learn/data/md001442.txt
1,35,1244,/Users/justinlittman/tmp/hack-to-learn/data/md001248.txt
1,36,1128,/Users/justinlittman/tmp/hack-to-learn/data/md001132.txt
1,37,1094,/Users/justinlittman/tmp/hack-to-learn/data/md001098.txt
1,38,1589,/Users/justinlittman/tmp/hack-to-learn/data/md001593.txt
1,39,1435,/Users/justinlittman/tmp/hack-to-learn/data/md001439.txt
1,40,1100,/Users/justinlittman/tmp/hack-to-learn/data/md001104.txt
1,41,766,/Users/justinlittman/tmp/hack-to-learn/data/md000769.txt
1,42,498,/Users/justinlittman/tmp/hack-to-learn/data/md000498.txt
1,43,1888,/Users/justinlittman/tmp/hack-to-learn/data/md001896.txt
1,44,1138,/Users/justinlittman/tmp/hack-to-learn/data/md001142.txt
1,45,486,/Users/justinlittman/tmp/hack-to-learn/data/md000486.txt
1,46,326,/Users/justinlittman/tmp/hack-to-learn/data/md000327.txt
1,47,244,/Users/justinlittman/tmp/hack-to-learn/data/md000245.txt
1,48,2113,/Users/justinlittman/tmp/hack-to-learn/data/md002123.txt
1,49,258,/Users/justinlittman/tmp/hack-to-learn/data/md000259.txt
1,50,248,/Users/justinlittman/tmp/hack-to-learn/data/md000249.txt
1,51,3568,/Users/justinlittman/tmp/hack-to-learn/data/md003585.txt
1,52,1399,/Users/justinlittman/tmp/hack-to-learn/data/md001403.txt
1,53,2223,/Users/justinlittman/tmp/hack-to-learn/data/md002233.txt
1,54,240,/Users/justinlittman/tmp/hack-to-learn/data/md000241.txt
1,55,2495,/Users/justinlittman/tmp/hack-to-learn/data/md002505.txt
1,56,1724,/Users/justinlittman/tmp/hack-to-learn/data/md001731.txt
1,57,1587,/Users/justinlittman/tmp/hack-to-learn/data/md001591.txt
1,58,489,/Users/justinlittman/tmp/hack-to-learn/data/md000489.txt
1,59,1719,/Users/justinlittman/tmp/hack-to-learn/data/md001726.txt
1,60,1269,/Users/justinlittman/tmp/hack-to-learn/data/md001273.txt
1,61,4928,/Users/justinlittman/tmp/hack-to-learn/data/md005006.txt
1,62,1436,/Users/justinlittman/tmp/hack-to-learn/data/md001440.txt
1,63,483,/Users/justinlittman/tmp/hack-to-learn/data/md000483.txt
1,64,5059,/Users/justinlittman/tmp/hack-to-learn/data/md005137.txt
1,65,4975,/Users/justinlittman/tmp/hack-to-learn/data/md005053.txt
1,66,1323,/Users/justinlittman/tmp/hack-to-learn/data/md001327.txt
1,67,1097,/Users/justinlittman/tmp/hack-to-learn/data/md001101.txt
1,68,1093,/Users/justinlittman/tmp/hack-to-learn/data/md001097.txt
1,69,448,/Users/justinlittman/tmp/hack-to-learn/data/md000448.txt
1,70,1137,/Users/justinlittman/tmp/hack-to-learn/data/md001141.txt
1,71,1086,/Users/justinlittman/tmp/hack-to-learn/data/md001090.txt
1,72,567,/Users/justinlittman/tmp/hack-to-learn/data/md000567.txt
1,73,2110,/Users/justinlittman/tmp/hack-to-learn/data/md002120.txt
1,74,1989,/Users/justinlittman/tmp/hack-to-learn/data/md001997.txt
1,75,1593,/Users/justinlittman/tmp/hack-to-learn/data/md001597.txt
1,76,1411,/Users/justinlittman/tmp/hack-to-learn/data/md001415.txt
1,77,1273,/Users/justinlittman/tmp/hack-to-learn/data/md001277.txt
1,78,5006,/Users/justinlittman/tmp/hack-to-learn/data/md005084.txt
1,79,1897,/Users/justinlittman/tmp/hack-to-learn/data/md001905.txt
1,80,1716,/Users/justinlittman/tmp/hack-to-learn/data/md001723.txt
1,81,1152,/Users/justinlittman/tmp/hack-to-learn/data/md001156.txt
1,82,2185,/Users/justinlittman/tmp/hack-to-learn/data/md002195.txt
1,83,2130,/Users/justinlittman/tmp/hack-to-learn/data/md002140.txt
1,84,1135,/Users/justinlittman/tmp/hack-to-learn/data/md001139.txt
1,85,1114,/Users/justinlittman/tmp/hack-to-learn/data/md001118.txt
1,86,252,/Users/justinlittman/tmp/hack-to-learn/data/md000253.txt
1,87,1077,/Users/justinlittman/tmp/hack-to-learn/data/md001081.txt
1,88,568,/Users/justinlittman/tmp/hack-to-learn/data/md000568.txt
1,89,4852,/Users/justinlittman/tmp/hack-to-learn/data/md004930.txt
1,90,4045,/Users/justinlittman/tmp/hack-to-learn/data/md004086.txt
1,91,1646,/Users/justinlittman/tmp/hack-to-learn/data/md001653.txt
1,92,1598,/Users/justinlittman/tmp/hack-to-learn/data/md001602.txt
1,93,1142,/Users/justinlittman/tmp/hack-to-learn/data/md001146.txt
1,94,800,/Users/justinlittman/tmp/hack-to-learn/data/md000803.txt
1,95,569,/Users/justinlittman/tmp/hack-to-learn/data/md000569.txt
1,96,352,/Users/justinlittman/tmp/hack-to-learn/data/md000353.txt
1,97,1895,/Users/justinlittman/tmp/hack-to-learn/data/md001903.txt
1,98,1714,/Users/justinlittman/tmp/hack-to-learn/data/md001721.txt
1,99,1658,/Users/justinlittman/tmp/hack-to-learn/data/md001665.txt
1,100,1565,/Users/justinlittman/tmp/hack-to-learn/data/md001569.txt
1,101,1127,/Users/justinlittman/tmp/hack-to-learn/data/md001131.txt
1,102,879,/Users/justinlittman/tmp/hack-to-learn/data/md000883.txt
1,103,519,/Users/justinlittman/tmp/hack-to-learn/data/md000519.txt
1,104,1440,/Users/justinlittman/tmp/hack-to-learn/data/md001444.txt
1,105,1270,/Users/justinlittman/tmp/hack-to-learn/data/md001274.txt
1,106,1132,/Users/justinlittman/tmp/hack-to-learn/data/md001136.txt
1,107,1126,/Users/justinlittman/tmp/hack-to-learn/data/md001130.txt
1,108,981,/Users/justinlittman/tmp/hack-to-learn/data/md000985.txt
1,109,972,/Users/justinlittman/tmp/hack-to-learn/data/md000976.txt
1,110,834,/Users/justinlittman/tmp/hack-to-learn/data/md000837.txt
1,111,2082,/Users/justinlittman/tmp/hack-to-learn/data/md002090.txt
1,112,1905,/Users/justinlittman/tmp/hack-to-learn/data/md001913.txt
1,113,1722,/Users/justinlittman/tmp/hack-to-learn/data/md001729.txt
1,114,836,/Users/justinlittman/tmp/hack-to-learn/data/md000839.txt
1,115,832,/Users/justinlittman/tmp/hack-to-learn/data/md000835.txt
1,116,1822,/Users/justinlittman/tmp/hack-to-learn/data/md001830.txt
1,117,1574,/Users/justinlittman/tmp/hack-to-learn/data/md001578.txt
1,118,1092,/Users/justinlittman/tmp/hack-to-learn/data/md001096.txt
1,119,502,/Users/justinlittman/tmp/hack-to-learn/data/md000502.txt
1,120,2186,/Users/justinlittman/tmp/hack-to-learn/data/md002196.txt
1,121,1936,/Users/justinlittman/tmp/hack-to-learn/data/md001944.txt
1,122,1899,/Users/justinlittman/tmp/hack-to-learn/data/md001907.txt
1,123,1586,/Users/justinlittman/tmp/hack-to-learn/data/md001590.txt
1,124,1074,/Users/justinlittman/tmp/hack-to-learn/data/md001078.txt
1,125,635,/Users/justinlittman/tmp/hack-to-learn/data/md000636.txt
1,126,356,/Users/justinlittman/tmp/hack-to-learn/data/md000357.txt
1,127,314,/Users/justinlittman/tmp/hack-to-learn/data/md000315.txt
1,128,4891,/Users/justinlittman/tmp/hack-to-learn/data/md004969.txt
1,129,1550,/Users/justinlittman/tmp/hack-to-learn/data/md001554.txt
1,130,1304,/Users/justinlittman/tmp/hack-to-learn/data/md001308.txt
1,131,1296,/Users/justinlittman/tmp/hack-to-learn/data/md001300.txt
1,132,1130,/Users/justinlittman/tmp/hack-to-learn/data/md001134.txt
1,133,1091,/Users/justinlittman/tmp/hack-to-learn/data/md001095.txt
1,134,274,/Users/justinlittman/tmp/hack-to-learn/data/md000275.txt
1,135,260,/Users/justinlittman/tmp/hack-to-learn/data/md000261.txt
1,136,2269,/Users/justinlittman/tmp/hack-to-learn/data/md002279.txt
1,137,2206,/Users/justinlittman/tmp/hack-to-learn/data/md002216.txt
1,138,2083,/Users/justinlittman/tmp/hack-to-learn/data/md002091.txt
1,139,1087,/Users/justinlittman/tmp/hack-to-learn/data/md001091.txt
1,140,827,/Users/justinlittman/tmp/hack-to-learn/data/md000830.txt
1,141,787,/Users/justinlittman/tmp/hack-to-learn/data/md000790.txt
1,142,234,/Users/justinlittman/tmp/hack-to-learn/data/md000235.txt
1,143,4805,/Users/justinlittman/tmp/hack-to-learn/data/md004883.txt
1,144,1418,/Users/justinlittman/tmp/hack-to-learn/data/md001422.txt
1,145,2806,/Users/justinlittman/tmp/hack-to-learn/data/md002819.txt
1,146,1896,/Users/justinlittman/tmp/hack-to-learn/data/md001904.txt
1,147,939,/Users/justinlittman/tmp/hack-to-learn/data/md000943.txt
1,148,478,/Users/justinlittman/tmp/hack-to-learn/data/md000478.txt
1,149,388,/Users/justinlittman/tmp/hack-to-learn/data/md000389.txt
1,150,2399,/Users/justinlittman/tmp/hack-to-learn/data/md002409.txt
1,151,2346,/Users/justinlittman/tmp/hack-to-learn/data/md002356.txt
1,152,2081,/Users/justinlittman/tmp/hack-to-learn/data/md002089.txt
1,153,1186,/Users/justinlittman/tmp/hack-to-learn/data/md001190.txt
1,154,353,/Users/justinlittman/tmp/hack-to-learn/data/md000354.txt
1,155,4776,/Users/justinlittman/tmp/hack-to-learn/data/md004854.txt
1,156,2494,/Users/justinlittman/tmp/hack-to-learn/data/md002504.txt
1,157,2074,/Users/justinlittman/tmp/hack-to-learn/data/md002082.txt
1,158,2070,/Users/justinlittman/tmp/hack-to-learn/data/md002078.txt
1,159,1308,/Users/justinlittman/tmp/hack-to-learn/data/md001312.txt
1,160,3404,/Users/justinlittman/tmp/hack-to-learn/data/md003420.txt
1,161,3095,/Users/justinlittman/tmp/hack-to-learn/data/md003110.txt
1,162,2253,/Users/justinlittman/tmp/hack-to-learn/data/md002263.txt
1,163,2238,/Users/justinlittman/tmp/hack-to-learn/data/md002248.txt
1,164,1567,/Users/justinlittman/tmp/hack-to-learn/data/md001571.txt
1,165,1306,/Users/justinlittman/tmp/hack-to-learn/data/md001310.txt
1,166,1305,/Users/justinlittman/tmp/hack-to-learn/data/md001309.txt
1,167,4941,/Users/justinlittman/tmp/hack-to-learn/data/md005019.txt
1,168,4939,/Users/justinlittman/tmp/hack-to-learn/data/md005017.txt
